Start Date,IMMU SS Equity,GLPG US Equity,VASTN NA Equity,EUCMF US Equity,GLPG NA Equity,ZEAL DC Equity,ECMPA NA Equity,WHA NA Equity
2014-01-24,30.8491,23.55,36.405,38.2225,17.2,73,28.8426,48.4414
2014-01-27,30.6801,23.16,36.38,38.2225,16.85,69,29.2831,48.1282
2014-01-28,30.004,23.31,36.255,38.2225,17.02,70.5,29.2974,48.0847
2014-01-29,29.1588,24.79,35.9,38.2225,18.23,71,29.1316,48.5197
2014-01-30,28.4826,24.37,35.53,38.2225,17.85,72.5,29.1079,49.2681
2014-01-31,27.6374,24.3,35.5,38.2225,17.95,73.5,28.8947,49.0766
2014-02-03,25.3555,23.95,35.05,38.2225,17.78,71.5,28.8663,48.7547
2014-02-04,25.2709,23.745,35.07,38.2225,17.48,69,28.5158,48.1195
2014-02-05,25.1019,23.88,35.42,38.2225,17.44,70,28.5631,47.9628
2014-02-06,25.6935,23.385,35.895,38.2225,17.2,73,28.9042,49.4682
2014-02-07,26.7923,23.483,35.955,38.2225,17.27,72.5,29.7853,51.1041
2014-02-10,26.7923,23.7615,36.005,38.2225,17.3,72.5,29.4631,51.1041
2014-02-11,26.8768,24.079,36.05,38.2225,17.61,73,29.5579,51.6784
2014-02-12,26.0316,23.87,36,38.2225,17.47,73.5,29.4631,51.5566
2014-02-13,26.3697,23.97,36.15,38.2225,17.56,74,29.6053,51.7654
2014-02-14,25.8626,24.562,35.915,38.2225,17.85,73.5,29.5058,51.922
2014-02-17,26.5387,24.562,35.98,38.2225,18.12,72,29.6337,52.5659
2014-02-18,25.9471,24.86,36.05,38.2225,18.2,73,29.8326,52.6617
2014-02-19,24.1722,24.55,36.205,38.2225,17.88,72.5,29.9416,52.7052
2014-02-20,23.8341,24.46,35.95,38.2225,17.88,72,29.8421,52.9836
2014-02-21,22.3973,24.77,36.12,38.2225,18,74,30.1453,53.3317
2014-02-24,20.707,24.87,36.275,38.2225,18.04,74,30.0742,53.2447
2014-02-25,20.707,24.95,37.035,38.2225,18.18,76,30.5289,54.1235
2014-02-26,22.7354,25.04,37.01,38.2225,18.41,75.5,30.6474,54.4455
2014-02-27,23.2425,24.879,36.695,38.2225,18.26,74.5,30.8937,53.7581
2014-02-28,22.9889,22.77,36.6,38.2225,16.5,75.5,30.8937,54.08
2014-03-03,21.1295,22.41,36.35,38.2225,16.37,74,30.491,53.0445
2014-03-04,24.2567,22.26,36.85,38.2225,16.35,77,30.8558,54.1583
2014-03-05,24.3412,22.3205,36.58,38.2225,16.32,77,30.8842,53.9582
2014-03-06,25.3555,22.77,35.92,38.2225,16.48,77,30.7421,53.9582
2014-03-07,25.3555,22.39,35.325,38.2225,16.35,76,30.4768,53.3752
2014-03-10,23.5806,21.9085,34.69,38.2225,15.97,75.5,30.0221,52.914
2014-03-11,23.6651,22.32,35.265,38.2225,16.11,75,30.2684,52.9749
2014-03-12,23.7496,22.12,34.79,38.2225,15.85,74,29.4774,52.07
2014-03-13,23.5806,23.371,35.45,38.2225,16.92,74,29.9037,51.8263
2014-03-14,22.6509,22.42,34.99,38.2225,16.19,72.5,29.6431,51.5218
2014-03-17,22.6509,22.21,35.55,38.2225,15.99,72,29.7474,52.2266
2014-03-18,22.8199,23,36.25,38.2225,16.6,74.5,29.5437,52.7922
2014-03-19,22.8199,22.87,36.435,38.2225,16.62,75,29.8421,52.8618
2014-03-20,22.8199,22.87,35.605,38.2225,16.8,71.5,29.3021,52.1744
2014-03-21,22.6509,22.6,35.6,38.2225,16.44,70.5,30.0789,51.8524
2014-03-24,21.9747,22.68,35.4,38.2225,16.24,71,29.7947,51.9046
2014-03-25,21.9747,21.99,36.13,38.2225,16,70,30.1263,52.5833
2014-03-26,22.4818,21.95,35.65,38.2225,16,69,29.8468,53.001
2014-03-27,22.8199,21.92,35.955,38.2225,15.99,68.5,30.2447,53.2882
2014-03-28,23.4115,21.92,36.01,38.2225,16,68.5,30.2447,53.7668
2014-03-31,24.2567,22,35.745,38.2225,16,69,30.2163,53.7668
2014-04-01,24.1722,22.05,35.7,38.2225,16,69,29.9842,54.0017
2014-04-02,21.6367,22.02,35.8,38.2225,16.25,69,30.2684,54.254
2014-04-03,22.8199,23.205,35.58,38.2225,17,68.5,29.7474,54.2366
2014-04-04,22.7354,22.986,35.67,38.2225,16.9,68,29.8421,54.3237
2014-04-07,21.7212,23,36.16,38.2225,16.925,66.5,29.6431,54.4716
2014-04-08,21.1295,23,36.1,38.2225,16.8,64.5,29.6763,54.4803
2014-04-09,20.68,23.08,36.105,38.2225,16.77,66,29.8374,54.8457
2014-04-10,21.0396,23.09,35.9,38.2225,16.8,64.5,29.7853,55.0807
2014-04-11,20.68,22.65,35.205,38.2225,16.485,63.5,29.5674,54.3759
2014-04-14,19.6909,21.827,35.105,38.2225,15.85,62.5,29.4916,53.7319
2014-04-15,18.8817,21.585,34.65,38.2225,15.595,62,29.3447,53.8364
2014-04-16,16.1843,21.8,35.1,38.2225,15.53,65,29.8089,54.0452
2014-04-17,15.0155,21.85,35.205,38.2225,15.71,65,29.7521,54.9241
2014-04-18,15.0155,21.85,35.205,38.2225,15.71,65,29.7521,54.9241
2014-04-21,15.0155,21.89,35.205,38.2225,15.71,65,29.7521,54.9241
2014-04-22,14.9256,22.15,35.645,38.2225,16.01,65.5,29.8753,55.0459
2014-04-23,14.7457,22.16,36.495,38.2225,16,67,29.9842,55.0285
2014-04-24,14.7457,22.197,36.725,38.2225,16,70,30.3158,55.6115
2014-04-25,14.5659,21.51,36.7,38.2225,15.57,68.5,30.2684,55.1938
2014-04-28,14.5659,21.61,36.87,38.2225,15.615,66.5,30.5621,55.8203
2014-04-29,14.2062,21.5515,36.77,38.2225,15.61,67.5,30.9789,52.8183
2014-04-30,14.476,21.5505,37.07,38.2225,15.6,66.5,31.3484,52.7052
2014-05-01,14.476,21.58,37.07,38.2225,15.6,67,31.3484,52.7052
2014-05-02,14.8356,21.64,37.29,38.2225,15.605,66,31.7037,53.2012
2014-05-05,14.6558,21.5,37.25,38.2225,15.51,66.5,31.5474,53.497
2014-05-06,15.0155,21.86,37.655,38.2225,15.8,66,31.8221,53.671
2014-05-07,15.1953,21.83,37.85,38.2225,15.61,65.5,32.1252,53.8103
2014-05-08,15.5549,22.06,38.8,38.2225,15.98,65.5,32.8026,54.7674
2014-05-09,16.0944,21.86,38.25,38.2225,15.9,65.5,32.3716,54.2453
2014-05-12,17.3532,21.85,38.15,38.2225,15.79,65.5,32.3526,54.5064
2014-05-13,17.3532,21.5,38.605,38.2225,15.69,65.5,32.4095,54.9415
2014-05-14,16.9036,21.38,38.81,38.2225,15.55,65.5,32.5563,54.8805
2014-05-15,16.9936,21,38,38.2225,15.26,65,32.201,54.4977
2014-05-16,16.9936,20.7715,38.005,38.2225,15.26,65,32.1205,54.4281
2014-05-19,16.1843,20.7,36.645,38.2225,15.11,65,32.3052,54.3846
2014-05-20,16.6339,20.905,35.97,38.2225,15.15,64.5,31.7937,53.6884
2014-05-21,20.1405,20.91,36.135,38.2225,15.16,64.5,31.7037,54.0626
2014-05-22,19.1515,21.064,36.325,38.2225,15.35,64.5,32.0589,54.4803
2014-05-23,17.533,21.006,36.915,38.2225,15.42,64.5,32.3716,55.5245
2014-05-26,17.0835,21.006,36.755,38.2225,15.6,65,32.3479,55.568
2014-05-27,18.2523,21.21,36.8,38.2225,15.66,65,32.561,56.0553
2014-05-28,18.7918,21.44,37.295,38.2225,15.73,63.5,33.0158,56.5077
2014-05-29,18.7918,21.361,37.4,38.2225,15.72,63.5,33.2621,56.9428
2014-05-30,17.8028,22.31,37.385,38.2225,16.495,63.5,33.48,56.8819
2014-06-02,16.7238,21.97,37.65,38.2225,16.15,64,33.8684,57.2996
2014-06-03,15.5549,21.64,37.7,38.2225,15.77,63,33.84,56.995
2014-06-04,15.5549,21.58,38,38.2225,15.94,63,34.3231,56.8732
2014-06-05,14.8356,21.716,38.2,38.2225,16.01,63,34.5363,57.1081
2014-06-06,14.8356,21.84,38.785,38.2225,15.95,63,35.5263,57.9435
2014-06-09,15.3751,22.06,39,38.2225,16.3,63,35.3889,58.1349
2014-06-10,14.7457,21.77,39.3,38.2225,16.15,62,35.2137,58.2219
2014-06-11,14.3861,21.77,38.735,38.2225,16,63,34.9579,58.3264
2014-06-12,14.3861,21.76,38.875,38.2225,16.165,63,35.0052,58.2915
2014-06-13,14.5659,21.75,38.395,38.2225,16.05,62.5,34.5789,57.6737
2014-06-16,14.2962,21.85,36.85,38.2225,16.1,67.5,34.1052,57.6563
2014-06-17,14.2062,20.373,37.19,38.2225,15.14,73.5,34.1052,57.491
2014-06-18,14.7457,20.05,37.14,38.2225,14.7,72,34.2284,57.5432
2014-06-19,15.0155,20.511,37.27,38.2225,15.15,71,34.1621,58.1697
2014-06-20,15.0155,20.21,36.95,38.2225,14.97,72,33.911,59.1182
2014-06-23,14.476,20.275,36.895,38.2225,15,71.5,33.84,58.7179
2014-06-24,14.6558,20.56,36.94,38.2225,15.205,71,34.1052,58.979
2014-06-25,14.2962,19.415,36.655,38.2225,14.29,70,34.1052,58.9877
2014-06-26,14.476,18.41,37.505,38.2225,13.56,69.5,34.1242,59.0834
2014-06-27,14.3861,18.9885,37.11,38.2225,14.08,70.5,34.1052,59.1617
2014-06-30,14.3861,19.31,37.19,38.2225,14.18,70,34.1242,59.0834
2014-07-01,13.9365,20.03,37.765,38.2225,14.7,68,34.4463,60.0145
2014-07-02,14.1163,20.446,37.88,46.8731,15.29,68.5,34.3468,59.997
2014-07-03,14.2062,20.446,37.8,46.8731,15.005,69,34.361,59.9709
2014-07-04,14.2962,20.446,37,46.8731,15.13,71,33.9252,59.4053
2014-07-07,14.2962,20.446,37.255,46.8731,14.7,70.5,34.0863,58.7875
2014-07-08,14.2062,19.83,37.285,46.8731,14.5,67.5,33.9679,58.5352
2014-07-09,14.2062,19.83,37.845,46.8731,14.58,67.5,34.2331,59.0051
2014-07-10,14.0264,19.81,37.9,46.8731,14.6,67,34.2663,58.9964
2014-07-11,14.2062,19.9135,37.9,46.8731,14.675,67.5,34.2379,59.2835
2014-07-14,14.1163,19.88,38.31,46.8731,14.65,68,34.3421,59.5707
2014-07-15,14.5659,19.88,38.3,46.8731,14.51,67.5,34.5316,59.1269
2014-07-16,16.9936,19.97,38.765,46.8731,14.8,68,35.3795,59.6751
2014-07-17,16.4541,19.26,38.7,46.8731,14.45,68,35.1426,59.7708
2014-07-18,16.1843,19.41,38.88,46.8731,14.305,67,35.3321,59.8926
2014-07-21,16.0045,19.18,38.405,46.8731,14.25,67,34.8631,59.91
2014-07-22,16.0045,19.22,38.29,46.8731,14.39,67,35.0242,60.4756
2014-07-23,15.6449,19.399,38.41,46.8731,14.56,66,35.1237,60.8063
2014-07-24,15.3751,19.47,38.59,46.8731,14.615,65.5,35.0952,60.8672
2014-07-25,15.2852,19.47,38.15,46.8731,14.38,67.5,34.7684,59.0834
2014-07-28,14.7457,19.24,37.99,46.8731,14.27,72,34.74,58.7875
2014-07-29,15.1054,19.29,38.715,46.8731,14.4,74.5,35.5595,59.0834
2014-07-30,16.0045,19.4225,38.41,46.8731,14.565,73,35.5121,58.9616
2014-07-31,15.9146,19.468,38.06,46.8731,14.63,72,35.3652,57.8739
2014-08-01,16.1843,19.468,37.34,46.8731,14.45,70.5,34.8395,57.7172
2014-08-04,17.0835,19.41,37.19,46.1854,14.365,71.5,34.4368,57.5606
2014-08-05,16.6339,19,37.155,46.1854,14.38,72,34.2095,57.7869
2014-08-06,16.3642,18.8,37.055,46.1854,14.15,72,33.5937,57.2561
2014-08-07,16.0045,18.75,37.765,46.1854,14.12,71,34.0105,57.6128
2014-08-08,15.9146,17.15,37.45,46.1854,12.8,70,33.4326,57.2474
2014-08-11,16.0045,16.485,38.135,46.1854,12.32,72,33.821,57.7608
2014-08-12,15.2852,16.5001,37.9,46.1854,12.42,71,33.821,58.3003
2014-08-13,15.2852,16.592,38,46.1854,12.45,71,34.0152,58.1349
2014-08-14,15.6449,16.82,37.85,46.1854,12.695,70.5,34.0863,58.0914
2014-08-15,14.9256,16.96,37.5,46.1854,12.7,71.5,33.9347,57.813
2014-08-18,15.0155,17.23,36.8,46.1854,12.89,72,34.4416,58.3003
2014-08-19,15.1953,17.28,36.755,46.1854,13,71,34.7352,58.892
2014-08-20,15.7348,17.096,36.54,46.1854,12.935,71,34.5031,58.9442
2014-08-21,15.5549,17.0225,36.67,46.1854,12.81,71,35.0526,60.3103
2014-08-22,15.2852,16.84,36.795,46.1854,12.76,71,34.9768,60.3277
2014-08-25,15.6449,16.93,36.94,46.1854,13,71,35.4884,60.7976
2014-08-26,16.0045,16.93,37,46.1854,13,71,36.0237,61.1631
2014-08-27,15.7348,16.93,36.9,46.1854,12.9,71,36.161,61.7461
2014-08-28,15.465,16.61,36.94,46.1854,12.72,71.5,35.73,61.0064
2014-08-29,15.2852,16.46,37.03,46.1854,12.58,71,35.4221,60.9542
2014-09-01,15.2852,16.46,36.575,46.1854,12.5,72,35.3368,60.9107
2014-09-02,15.0155,16.67,36.57,46.1854,12.6,71.5,35.3368,60.6497
2014-09-03,15.1054,16.605,36.915,46.1854,12.6,71.5,35.5595,60.8498
2014-09-04,15.1054,16.35,36.635,46.1854,12.515,71.5,35.3889,60.9629
2014-09-05,15.0155,15.9755,36.85,46.1854,12.38,72,35.5263,60.9194
2014-09-08,15.2852,16.11,36.8,46.1854,12.53,72,35.5263,60.5104
2014-09-09,15.3751,16.26,36.405,46.1854,12.77,71.5,35.2421,60.2407
2014-09-10,15.6449,16.26,36.105,46.1854,12.515,72,35.2326,60.1363
2014-09-11,15.9146,16.26,36.365,46.1854,12.41,71.5,35.3179,60.2059
2014-09-12,17.2633,16.26,36.265,46.1854,12.4,71.5,35.5263,59.8404
2014-09-15,16.7238,15.88,36.135,46.1854,12.3,70.5,35.1474,59.4837
2014-09-16,16.6339,15.48,35.91,46.1854,11.92,71,34.9105,58.6831
2014-09-17,15.8247,15.5,35.78,46.1854,12,70.5,34.9058,58.4743
2014-09-18,15.8247,15.8,36.13,46.1854,12.21,71,34.9674,58.6483
2014-09-19,15.3751,15.51,36,46.1854,12.175,70,34.3752,58.0218
2014-09-22,15.2852,15.51,36.49,46.1854,12.2,70,34.4842,58.2567
2014-09-23,15.0155,15.99,36.485,46.1854,12.49,68.5,34.2474,57.8217
2014-09-24,15.2852,15.61,36.465,46.1854,12.28,70.5,34.001,57.4475
2014-09-25,15.1054,15.555,36.57,46.1854,12.19,70.5,33.3568,56.8993
2014-09-26,14.9256,15.27,36.565,46.1854,11.855,70,33.6221,57.1342
2014-09-29,14.7457,15.2813,36.5,46.1854,12,69,33.2052,56.6296
2014-09-30,14.3861,14.96,36.215,46.1854,11.98,69,33.0347,56.734
2014-10-01,14.6558,15.03,36,46.1854,12.005,69,32.1726,56.1771
2014-10-02,14.2062,15.22,35.145,46.1854,11.85,67,32.0874,55.2721
2014-10-03,14.476,14.68,35.3,46.1854,11.8,68,32.3763,55.3069
2014-10-06,14.0264,14.79,35.25,46.1854,11.8,69,32.31,55.3417
2014-10-07,13.4869,14.78,34.995,46.1854,11.635,69,32.5516,54.4455
2014-10-08,13.6668,14.684,34.33,46.1854,11.51,66.5,32.76,54.1757
2014-10-09,13.397,14.75,34.315,46.1854,11.8,66.5,33.0063,54.2105
2014-10-10,13.0374,14.56,34.335,46.1854,11.505,64.5,32.4474,54.2105
2014-10-13,12.7676,14.375,34.11,46.1854,11.115,63.5,32.3337,54.0713
2014-10-14,13.3521,13.8,33.85,46.1854,10.95,63.5,31.7321,53.6101
2014-10-15,13.3071,13.5,33.145,46.1854,10.6,60.5,31.2631,52.7139
2014-10-16,13.3521,13.055,33.185,46.1854,10.19,59,31.5284,52.6965
2014-10-17,13.5769,12.91,33.965,46.1854,10.295,62,31.9974,53.2447
2014-10-20,13.6668,13.31,34.405,46.1854,10.47,61.5,32.2531,53.2012
2014-10-21,13.6668,13.97,35.475,46.1854,10.95,61,33.101,54.9415
2014-10-22,13.8466,14.06,35.595,46.1854,11.295,62,33.5179,55.655
2014-10-23,14.476,14.4275,35.96,46.1854,11.375,63.5,33.9395,56.1336
2014-10-24,14.3861,14.4275,35.88,46.1854,11.5,63.5,33.57,56.1162
2014-10-27,14.6558,14.48,35.335,46.1854,11.415,63,33.4089,55.5593
2014-10-28,15.0155,14.48,35.965,46.1854,11.5,63.5,34.0342,56.1423
2014-10-29,14.9256,14.48,35.81,46.1854,11.205,65.5,34.2474,56.5512
2014-10-30,14.8356,14.29,36.035,46.1854,11.235,65.5,34.3231,56.2467
2014-10-31,14.6558,13.993,36.435,46.1854,11.14,68,34.4842,56.908
2014-11-03,15.1953,14.195,36.8,46.1854,11.48,69.5,34.5174,56.5686
2014-11-04,15.9146,14.23,36.945,46.1854,11.36,67.5,34.4842,56.995
2014-11-05,15.7348,14.33,37.1,46.1854,11.31,67,34.9295,57.317
2014-11-06,16.0944,14.355,37.25,46.1854,11.545,68.5,32.5279,57.0994
2014-11-07,16.6339,14.355,36.565,46.1854,11.56,67.5,32.1631,56.0814
2014-11-10,17.1734,14.69,37.05,46.1854,11.685,68,32.021,56.4555
2014-11-11,17.2633,14.685,36.63,46.1854,11.66,69,31.9831,56.4381
2014-11-12,16.9936,14.78,36.595,46.1854,11.9,69,32.0826,55.6898
2014-11-13,17.0835,15.14,36.945,46.1854,12.39,68,32.2484,55.6028
2014-11-14,17.6229,15.14,37.21,46.1854,12.4,69,32.2389,55.6463
2014-11-17,19.3313,15.838,37.305,46.1854,12.8,69,32.76,55.916
2014-11-18,18.7019,15.98,37.29,46.1854,12.675,66.5,32.7837,55.6898
2014-11-19,18.8817,15.98,37.255,46.1854,12.5,65.5,32.6558,55.5593
2014-11-20,18.3422,15.98,37.17,46.1854,12.41,64.5,32.6226,54.6195
2014-11-21,18.3422,15.98,37.545,46.1854,12.62,64.5,33.2668,54.6717
2014-11-24,19.1515,15.98,37.53,46.1854,12.9,66.5,33.2147,54.3237
2014-11-25,19.0615,15.98,37.52,46.1854,12.55,67,33.0726,54.1931
2014-11-26,21.2195,16.03,37.43,46.1854,12.84,67,33.191,54.1235
2014-11-27,20.5901,16.03,37.9,46.1854,12.9,67,33.7642,54.6891
2014-11-28,20.5901,16.2,37.78,46.1854,12.94,67,34.4368,54.8805
2014-12-01,19.3313,16,37.815,46.1854,13.02,66.5,34.1621,54.4281
2014-12-02,19.9607,16.1,38.17,46.1854,13,67,35.0337,54.63
2014-12-03,20.5002,16.1,38.2,46.1854,13.67,67,34.5742,53
2014-12-04,19.7809,16.1,37.41,46.1854,13.7,67,34.0626,51.74
2014-12-05,20.0506,16.74,37.1,46.1854,13.81,68,33.6695,51.48
2014-12-08,20.0506,17,37.535,46.1854,13.97,68,33.5747,52.09
2014-12-09,19.4212,18.364,37.43,40.6895,14.765,68.5,33.1674,53.25
2014-12-10,19.601,18.3,37.93,40.6895,14.65,71.5,33.1579,54.36
2014-12-11,19.4212,18.3,37.675,40.6895,14.53,71,33.1579,53
2014-12-12,19.5111,18.125,37.605,40.6895,14.63,70,32.7884,54.04
2014-12-15,19.0615,18.125,36.905,40.6895,14.64,73.5,32.1347,53.58
2014-12-16,18.4322,17.96,36.38,40.6895,14.795,71,32.1916,53.55
2014-12-17,17.9826,17.96,36.495,40.6895,14.74,73,32.04,54
2014-12-18,18.8817,18.1215,37.445,40.6895,14.66,78,32.6652,54.68
2014-12-19,19.4212,17.78,37.045,40.6895,14.56,78,32.1679,55.5
2014-12-22,19.601,17.78,37.54,40.6895,14.9,83.5,32.7458,55.49
2014-12-23,19.7809,18.52,37.9,40.6895,15.03,82.5,33.641,56.67
2014-12-24,19.7809,18.52,38.145,40.6895,15.04,82.5,33.4231,57.26
2014-12-25,19.7809,18.52,38.145,40.6895,15.04,82.5,33.4231,57.26
2014-12-26,19.7809,18.52,38.145,40.6895,15.04,82.5,33.4231,57.26
2014-12-29,20.1405,18.68,38.12,40.6895,15.35,83,33.4895,56.75
2014-12-30,19.7809,18.79,37.495,40.6895,15.3,83,33.7263,56.82
2014-12-31,19.7809,18.51,37.45,40.6895,15.49,83,33.3189,57
2015-01-01,19.7809,18.51,37.45,40.6895,15.49,83,33.3189,57
2015-01-02,20.4102,18.51,37.93,40.6895,15.71,84,33.371,56.83
2015-01-05,20.2304,19.051,38.1,40.6895,15.88,86.5,33.4421,56.68
2015-01-06,20.2304,18.21,38.165,40.6895,15.185,85.5,33.4421,56.29
2015-01-07,19.9607,18.21,38.81,40.6895,14.965,82.5,33.8258,56.67
2015-01-08,20.5002,17.6,39.445,40.6895,15,84.5,34.2,57.67
2015-01-09,20.3203,18.57,40,40.6895,15.87,88,34.4842,58.17
2015-01-12,20.4102,19.33,40.685,40.6895,16.45,90,35.1142,59.41
2015-01-13,20.0506,19.76,40.955,40.6895,16.79,92,35.711,60
2015-01-14,19.3313,19.76,40.45,40.6895,16.65,90,35.4458,59.75
2015-01-15,19.1515,19.76,41,40.6895,16.75,91,35.2421,59.78
2015-01-16,19.4212,19.76,41.705,40.6895,16.9,89.5,35.7158,60.49
2015-01-19,19.6909,19.76,42.245,40.6895,17.12,89.5,36,60.87
2015-01-20,19.2414,19.76,41.83,40.6895,17.135,87.5,36.4737,61.34
2015-01-21,19.1515,19.76,41.99,40.6895,17.22,86.5,36.6442,60.53
2015-01-22,18.9716,19.8,42.8,40.6895,17.405,84,36.72,60.41
2015-01-23,19.1515,19.645,43.82,40.6895,17.35,82,37.7147,62.68
2015-01-26,19.1515,20.29,43.89,40.6895,17.955,85.5,38.1174,62.96
2015-01-27,19.601,20.29,43.66,40.6895,17.89,85.5,37.3974,62.29
2015-01-28,19.3313,20.05,43.77,40.6895,17.88,86.5,37.6958,62.92
2015-01-29,19.3313,20.223,43.885,40.6895,17.97,85.5,37.9042,63.29
2015-01-30,19.7809,20.52,43.945,40.6895,18.18,85.5,37.421,63.79
2015-02-02,19.3313,21.3,44.535,40.6895,18.95,86,38.2737,64.34
2015-02-03,19.2414,22.749,45.52,40.6895,19.9,89.5,38.5389,64.39
2015-02-04,18.612,22.5,45.075,40.6895,19.55,92,38.4158,64.59
2015-02-05,18.4322,22.5,45.53,40.6895,19.5,92,38.5484,64.94
2015-02-06,18.7019,22.5,45.24,40.6895,19.805,89,38.5295,62.53
2015-02-09,18.7019,22.08,44.105,40.6895,19.3,86.5,37.6247,61.39
2015-02-10,18.8817,21.7201,44.525,40.6895,19.11,86.5,37.691,62.31
2015-02-11,18.8817,21.68,44.76,40.6895,19.3,85,37.44,62.16
2015-02-12,19.0615,21.978,44.985,40.6895,19.44,84.5,37.7195,62.61
2015-02-13,19.0615,22.03,45.045,40.6895,19.36,86,38.0889,62.23
2015-02-16,19.1515,22.03,45.08,40.6895,19.71,85.5,38.411,61.76
2015-02-17,20.4102,22.03,45.065,40.6895,19.535,85,37.8426,61.92
2015-02-18,20.3203,22.285,44.95,40.6895,19.65,84,37.8474,61.5
2015-02-19,19.9607,22.285,45.17,40.6895,19.53,84,38.1458,61.63
2015-02-20,20.0506,22.29,45.335,4.2632,19.55,83.5,38.1505,61.48
2015-02-23,20.0506,22.29,46.25,4.2632,19.56,83,39.8842,62.16
2015-02-24,20.1405,22.4,46.4,4.2632,19.9,82,39.9505,62.21
2015-02-25,20.2304,22.9,46.2,4.2632,20.365,81.5,39.3774,62.24
2015-02-26,19.9607,22.3935,46.6,4.2632,20.055,80.5,39.221,62.51
2015-02-27,20.3203,22.39,46.595,4.2632,19.94,82.5,39.3821,61.44
2015-03-02,19.9607,22.54,47.3,4.2632,20.22,81,39.6947,62
2015-03-03,20.1405,22.54,46,4.2632,20.225,80,39.0647,61.5
2015-03-04,20.2304,22.75,44.52,4.2632,20.475,80,39.2684,62.03
2015-03-05,23.4673,22.75,45.15,4.2632,20.38,82,39.6426,63.03
2015-03-06,24.4563,21.99,44.15,4.2632,20.185,93,39.0789,62.32
2015-03-09,27.0638,21.59,44.915,4.2632,19.8,93.5,38.8705,61.01
2015-03-10,27.4235,22.345,44.125,4.2632,20.9,94,38.2595,61.13
2015-03-11,29.7612,25,43.645,4.2632,23.52,90,38.5579,61.72
2015-03-12,28.6822,23.6,43.705,4.2632,22.005,91.5,38.7,62.09
2015-03-13,35.9652,24.02,44.17,4.2632,22.45,90,39.6095,63.81
2015-03-16,33.3577,23.92,44.785,4.2632,22.445,101,39.7895,64.23
2015-03-17,33.1779,23.1,44.55,4.2632,21.605,95,39.491,63.99
2015-03-18,31.5595,23.92,44.7,4.2632,21.98,94.5,39.8084,64.37
2015-03-19,30.3007,23.785,45.345,4.2632,22.25,101.5,40.2631,65.26
2015-03-20,31.8292,24.21,46.09,4.2632,22.25,112.5,40.7368,65.61
2015-03-23,33.2678,23.73,46.08,4.2632,21.7,120,40.7084,65
2015-03-24,32.3687,23.78,46.74,4.2632,21.86,115.5,41.201,65.2
2015-03-25,31.6494,24.1,45.8,4.2632,22.17,109.5,40.4289,64.23
2015-03-26,31.6494,23.19,45.125,4.2632,21.26,105,40.1874,63.38
2015-03-27,33.8972,22.4715,45.39,4.2632,20.695,108.5,40.3295,63.7
2015-03-30,34.1669,24.0488,45.6,4.2632,22.45,106.5,40.6421,63.6
2015-03-31,34.6165,23.83,45.595,4.2632,22.07,104,40.41,62.5
2015-04-01,34.9761,23.85,45.9,4.2632,22.23,105,40.2252,62.74
2015-04-02,35.156,24.325,46.02,4.2632,22.45,105,40.6137,63.02
2015-04-03,35.156,24.325,46.02,4.2632,22.45,105,40.6137,63.02
2015-04-06,35.156,24.54,46.02,4.2632,22.45,105,40.6137,63.02
2015-04-07,35.156,24.5,46.75,4.2632,22.65,107,40.5047,63.68
2015-04-08,35.4257,24.5,47.385,4.2632,22.8,106.5,41.0352,64.19
2015-04-09,37.0441,24.35,47.895,4.2632,22.9,107,41.3431,64.57
2015-04-10,36.145,24.49,47.81,4.2632,22.995,108.5,41.1726,65
2015-04-13,35.3358,25.08,47.97,4.2632,24,109,41.0447,64.04
2015-04-14,34.7064,26.55,48.28,4.2632,24.79,108.5,41.4663,64.13
2015-04-15,33.8073,30.75,48,4.2632,29,108.5,41.0021,63.35
2015-04-16,32.009,34.48,47.09,4.2632,31.6,104.5,40.2774,63.44
2015-04-17,30.9301,33.83,46.365,4.2632,31.1,99.5,39.6663,62.73
2015-04-20,31.1099,34.426,46.25,4.2632,31.8,101.5,39.7895,63.19
2015-04-21,32.9081,35.37,46.685,4.2632,32.715,102,40.1495,62.53
2015-04-22,32.6384,35.52,46.8,4.2632,32.925,100,40.32,62.19
2015-04-23,33.7174,35.565,46.47,4.2632,32.7,98,39.6047,61.49
2015-04-24,32.6384,35,46.74,4.2632,32,100,39.3016,61.47
2015-04-27,28.3226,39.37,47.085,4.2632,36.645,97,39.5242,62.05
2015-04-28,26.1647,43,44.605,4.2632,39.25,94.5,38.9368,58.46
2015-04-29,26.884,42.88,43.85,4.2632,38.415,89,38.6905,57.42
2015-04-30,25.4454,42.45,43.545,4.2632,37.57,91.5,38.6337,57.22
2015-05-01,25.4454,42.58,43.545,4.2632,37.57,91.5,38.6337,57.22
2015-05-04,22.1186,42.55,44.405,4.2632,38.05,92,38.9274,58.22
2015-05-05,23.2875,41.58,43.18,4.2632,37.05,92,38.1221,56.65
2015-05-06,24.0967,38.6,42.375,4.2632,34.1,92.5,37.4589,55.13
2015-05-07,23.8269,40.17,41.275,4.2632,35.9,91.5,36.3126,53.96
2015-05-08,23.8269,41.5,42.19,4.2632,37,90.5,37.44,55.61
2015-05-11,22.5682,42.55,42.2,4.2632,38,92,37.3405,55.22
2015-05-12,21.2195,43,41.395,4.2632,38.105,90.5,36.5968,54.38
2015-05-13,23.3774,43.2,41.7,4.2632,38.48,88.5,37.0421,55.33
