Start Date,IMMU SS Equity,GLPG US Equity,VASTN NA Equity,EUCMF US Equity,GLPG NA Equity,ZEAL DC Equity,ECMPA NA Equity,WHA NA Equity
2013-10-18,24.5948,20.54,33.59,35.4185,15,62,29.9179,49.3116
2013-10-21,24.8483,20.81,33.7,35.4185,15.25,62,29.9937,49.3899
2013-10-22,24.9329,20.78,33.975,35.4185,15.17,62,29.8942,49.59
2013-10-23,26.0316,20.66,33.765,35.4185,15.04,63.5,29.8421,49.7815
2013-10-24,26.1161,20.74,34.475,35.4185,15,63,30.1263,50.2165
2013-10-25,27.722,20.607,34.66,35.4185,15,62.5,30.2779,50.0686
2013-10-28,27.4684,20.34,34.37,35.4185,14.8,62.5,30.0316,49.9729
2013-10-29,27.0458,20.1655,34.38,35.4185,14.68,62,30.041,50.2078
2013-10-30,26.8768,19.79,33.985,35.4185,14.48,62,29.8421,49.6161
2013-10-31,26.6232,19.306,34.055,35.4185,14.27,62,29.6716,49.8859
2013-11-01,25.778,19,34.02,35.4185,14.08,62,29.7947,50.0338
2013-11-04,26.2006,19.3285,33.75,35.4185,14.27,61.5,29.7474,50.1121
2013-11-05,27.3839,18.81,34,35.4185,13.99,61,29.8089,50.4254
2013-11-06,26.2006,19.51,33.8,35.4185,14.34,61.5,29.8421,50.408
2013-11-07,26.0316,19.51,33.715,35.4185,14.3,62,28.0421,50.3471
2013-11-08,25.3555,19.51,33.9,35.4185,13.96,61.5,28.0705,50.5559
2013-11-11,24.3412,18.74,33.86,35.4185,14.02,61.5,28.2126,50.7647
2013-11-12,24.6793,19.05,33.5,35.4185,14.17,61,27.9474,50.4602
2013-11-13,23.7496,18.8,33.585,35.4185,13.98,60.5,27.8526,50.0947
2013-11-14,25.6935,18.8,33.92,35.4185,13.92,60,28.421,50.4689
2013-11-15,25.1864,18.75,33.94,35.4185,13.92,58,28.6721,50.9997
2013-11-18,24.3412,18.75,34.2,35.4185,13.82,58,28.871,51.3216
2013-11-19,24.5948,18.34,34.035,35.4185,13.6,58,28.4731,51.0171
2013-11-20,24.8483,18.41,33.755,35.4185,13.84,58.5,28.1842,49.8076
2013-11-21,24.1722,18.41,33.585,35.4185,13.7,57.5,27.9474,49.3725
2013-11-22,24.3412,18.43,33.565,35.4185,13.65,58.5,28.3784,49.2942
2013-11-25,24.1722,18.324,33.435,35.4185,13.63,58,28.3216,49.8424
2013-11-26,24.8483,18.2,33.01,35.4185,13.41,59,28.0137,49.5378
2013-11-27,25.1019,18.79,33.185,38.6052,14.01,59.5,28.1842,49.4073
2013-11-28,25.1019,18.79,33.19,38.6052,14.79,61.5,28.2316,49.2594
2013-11-29,25.1019,20.1,33.27,38.6052,14.69,62.5,28.241,48.9113
2013-12-02,27.891,19.7805,33.36,38.6052,14.76,62,27.8621,48.3979
2013-12-03,29.1588,19.42,33.03,38.6052,14.35,61,27.5589,48.0324
2013-12-04,31.9479,19.38,33.03,38.6052,14.33,60.5,27.8574,47.9802
2013-12-05,32.2859,19.209,33.39,38.6052,14.06,61,27.9,47.7888
2013-12-06,33.2156,19.309,33.995,38.6052,14.14,60.5,27.9474,48.1978
2013-12-09,30.2575,19.309,33.605,38.6052,14.13,60,28.2031,48.4936
2013-12-10,30.8491,19.4,33.28,38.6052,14.1,60,28.2316,48.3805
2013-12-11,28.9897,19.4,32.685,38.6052,14.05,60.5,27.6347,47.5713
2013-12-12,28.7362,19.1,32.875,38.6052,13.96,60,27.1279,46.9535
2013-12-13,28.7362,19.1,32.795,38.6052,13.81,60,27.3979,46.9186
2013-12-16,27.8065,19.1,32.795,38.6052,14,60,27.6584,47.2406
2013-12-17,28.1446,19.07,32.5,38.6052,13.9,59.5,27.7863,47.0579
2013-12-18,27.891,19.087,32.505,38.6052,13.8,58.5,27.8526,47.4233
2013-12-19,28.7362,19.087,32.98,38.6052,14,58.5,28.3453,48.4936
2013-12-20,27.891,19.404,33,38.6052,14.18,58,28.8947,48.7895
2013-12-23,27.891,19.968,33.3,38.6052,14.63,58.5,28.8663,48.9461
2013-12-24,27.891,20.34,33.295,38.6052,14.74,58.5,28.421,48.9287
2013-12-25,27.891,20.34,33.295,38.6052,14.74,58.5,28.421,48.9287
2013-12-26,27.891,20.42,33.295,38.6052,14.74,58.5,28.421,48.9287
2013-12-27,27.891,20.54,33.5,38.6052,14.93,58.5,28.871,49.0592
2013-12-30,27.8065,21,33.21,38.6052,15.25,59,28.7953,49.2768
2013-12-31,27.8065,21.0365,32.985,38.6052,15.3,59,29.2358,49.7466
2014-01-01,27.8065,21.0365,32.985,38.6052,15.3,59,29.2358,49.7466
2014-01-02,28.3136,21.19,32.915,38.6052,15.48,61,28.8995,48.9635
2014-01-03,29.4968,21.19,32.89,38.6052,15.43,62.5,29.0368,49.8772
2014-01-06,29.4968,20.77,33.05,38.6052,15.2,66.5,29.1316,49.8598
2014-01-07,30.173,21.19,33.15,38.6052,15.6,67,29.1931,49.8685
2014-01-08,30.342,21.19,33.17,38.6052,15.6,64,29.16,49.503
2014-01-09,30.2575,21.82,33.165,38.6052,16.16,66.5,28.9516,49.7902
2014-01-10,30.004,23.345,34.295,38.6052,16.93,67,28.8663,49.912
2014-01-13,29.1588,23.818,35.25,38.6052,17.47,64.5,28.6105,50.0164
2014-01-14,28.5671,24.2,35.015,38.6052,17.45,64,28.3263,50.0077
2014-01-15,28.2291,23.53,35.205,38.6052,17.11,63.5,27.9995,49.181
2014-01-16,29.4968,23.34,35.39,38.6052,17.03,72,28.0421,48.8765
2014-01-17,29.1588,23.65,35.72,38.6052,17.39,77.5,28.0516,49.7031
2014-01-20,31.0182,23.65,35.985,38.6052,17.4,74.5,28.1937,49.7118
2014-01-21,31.0182,23.44,36,38.2225,17.21,77.5,28.2316,49.5639
2014-01-22,31.0182,23.45,36.53,38.2225,17.35,77,28.5631,49.3638
2014-01-23,30.9337,23.7416,36.95,38.2225,17.45,76.5,28.8947,49.59
