Start Date,MEURVDD LX Equity,FFSOUYE LX Equity,RUSLCEX NA Equity,FSGLEVI ID Equity,MEREUDE LX Equity,FIEMYAE LX Equity,UBLCOUQ LX Equity,MORIUSE LX Equity,TRPGEMQ LX Equity,ITV LN Equity,LANSNA 0 10/25/2022 Corp,ACMBEVI LX Equity,MONESEU ID Equity,RRTL GY Equity,LGF/A US Equity,RSSEEFE LX Equity,INRG LN Equity,COMGREA ID Equity,VHYD LN Equity,CIT IM Equity,TCMAF NA Equity,FLEINDI LX Equity
2013-01-08,45,,,,87.629997,,,46.76,,108.7,,11.65,,67.15,17.46,9.27,267.4,14.58,,,11.64,71.81
2013-01-09,45.32,,,,88.129997,,,46.98,,109.3,,11.73,,67.15,17.51,9.32,273.8,14.62,,,11.71,71.7
2013-01-10,45.529999,,,,88.480003,,,47.3,,107.7,,11.71,,67.15,17.78,9.23,275.05,14.55,,,11.66,71.81
2013-01-11,45.220001,,,,87.610001,,,47.4,,110,,11.7,,67.15,17.81,9.14,275.55,14.54,,,11.44,71.4
2013-01-14,45.189999,,,,87.389999,,,47.48,,111.7,,11.68,,67.15,17.91,9.14,275.45,14.49,,,11.17,72.64
2013-01-15,45.009998,,,,87.279999,,,47.13,,112.4,,11.67,,67.15,18,9.22,274.9,14.5,,,11.2,72.72
2013-01-16,45.150002,,,,87.519997,,,47.06,,110.1,,11.62,,67.15,17.99,9.23,274.4,14.6,,,11.52,71.92
2013-01-17,45.450001,,,,88.019997,,,47.14,,113.6,,11.7,,67.15,18.31,9.18,275.05,14.68,,,11.26,72.84
2013-01-18,45.630001,,,,88.290001,,,47.19,10,115.2,,11.72,,67.15,18.14,9.26,276.55,14.66,,,11.13,73.48
2013-01-21,45.57,,,,88.139999,,,47.15,9.98,116.4,,11.72,,67.15,18.14,9.22,275.6,14.69,,,11.14,73.85
2013-01-22,45.52,,,,88.099998,,,47.16,10,115.4,,11.74,,67.15,17.9,9.32,276.4,14.64,,,11.27,73.58
2013-01-23,45.389999,,,,87.949997,,,47.52,9.98,113.5,,11.71,,67.15,18,9.35,277.35,14.75,,,11.12,73.73
2013-01-24,45.669998,,,,88.489998,,,47.65,9.92,114.9,,11.79,,67.15,18.03,9.27,278.05,14.73,,,11.15,73
2013-01-25,46.02,,,,88.93,,,47.82,9.89,115.8,,11.83,,67.15,18.08,9.22,274.1,14.81,,,11.1,73.69
2013-01-28,46.220001,,,,89.120003,,,48.04,9.85,114.1,,11.82,,67.15,18.18,9.17,272.5,14.74,,,11.1,73.44
2013-01-29,45.98,,,,88.900002,,,47.6,9.92,113.5,,11.86,,67.15,18.36,9.23,272.95,14.77,,,11.1,73.44
2013-01-30,45.73,,,,88.419998,,,47.66,9.91,113.7,,11.75,,67.15,18.17,9.13,270.5,14.74,,,10.95,73.98
2013-01-31,45.650002,,,,88.410004,,,47.58,9.92,114.8,,11.72,,67.15,18.32,9.11,267.5,14.64,,,11.02,73.57
2013-02-01,45.830002,,,,88.769997,,,47.6,9.95,117.5,,11.78,,67.15,19.09,9.06,269.85,14.78,,,10.95,73.55
2013-02-04,45.34,,,,87.889999,,,47.35,9.96,117.3,,11.6,,67.15,18.91,9.04,267.1,14.67,,,10.95,73.13
2013-02-05,45.209999,,,,87.730003,,,46.98,9.9,118.2,,11.64,,67.15,18.93,9.04,266.6,14.78,,,11.24,73.34
2013-02-06,44.91,,,,87.110001,,,47.26,9.86,118.4,,11.63,,67.15,19.21,9.04,269,14.73,,,11.26,73.27
2013-02-07,45.240002,,,,87.480003,,,47.2,9.86,117.1,,11.58,,67.15,18.96,9.11,268.7,14.7,,,11.3,73.1
2013-02-08,45.419998,,,,87.790001,,,47.61,9.86,116.8,,11.71,,67.15,19.13,9.12,265.8,14.84,,,11.51,72.32
2013-02-11,45.32,,,,87.099998,,,47.45,9.82,115.6,,11.67,,67.15,19.74,9.09,271.1,14.65,,,11.5,71.68
2013-02-12,45.529999,10.06,,,87.43,,,47.56,9.83,114.8,,11.75,,67.15,19.62,9.09,275.6,14.77,,,11.84,72.08
2013-02-13,46.029999,10.12,,,88.370003,,,47.87,9.9,114.5,,11.77,,67.15,20.26,9.11,274.7,14.89,,,11.8,72.57
2013-02-14,45.880001,10.24,,,88.639999,,,47.69,9.87,113.4,,11.75,,67.15,20.4,9.15,278,14.87,,,11.58,71.99
2013-02-15,46.09,10.28,,,88.989998,,,47.93,9.89,117,,11.77,,67.15,20.41,9.17,282.7,14.9,,,11.59,71.39
2013-02-18,45.82,10.23,,,88.349998,,,47.71,9.85,120.3,,11.77,,67.15,20.41,9.22,288.5,14.85,,,11.64,71.65
2013-02-19,46.380001,10.2,,,89.330002,,,47.85,9.85,123,,11.87,,67.15,20.69,9.3,282.6,14.99,,,11.81,72.43
2013-02-20,46.450001,10.28,,,89.300003,,,47.95,9.92,122.1,,11.84,,67.15,20.35,9.33,286,15.05,,,11.77,72.62
2013-02-21,45.540001,10.23,,,87.720001,,,47.15,9.74,120.4,,11.63,,67.15,20.36,9.32,280.15,14.91,,,11.81,71.04
2013-02-22,45.880001,10.28,,,88.330002,,,47.27,9.71,121.1,,11.74,,67.15,20.72,9.4,281.55,15.12,,,11.66,71.22
2013-02-25,46.299999,10.27,,,88.989998,,,47.68,9.75,119.8,,11.78,,67.15,20.71,9.38,283.3,15.15,,,11.66,72.04
2013-02-26,45.43,10.21,,,88,,,46.89,9.64,120.2,,11.61,,67.15,20.6,9.43,277.75,15.03,,,12.14,70.7
2013-02-27,45.459999,10.33,,,87.730003,,,47.02,9.66,119,,11.74,,67.15,21,9.45,278.65,15.07,,,12.13,71.27
2013-02-28,46.150002,10.45,,,88.760002,,,47.3,9.74,124.2,,11.86,,67.15,20.97,9.53,280.35,15.25,,,11.78,69.71
2013-03-01,45.759998,10.52,,,88.160004,,,47.15,9.74,123.4,,11.8,,67.15,21.8,9.57,281.95,15.33,,,11.78,68.93
2013-03-04,46.07,10.36,,,88.660004,,,47.62,9.65,122.3,,11.78,,67.15,22.14,9.57,280.05,15.39,,,12.02,68.66
2013-03-05,46.880001,10.45,,,90.169998,,,48.18,9.76,125.1,,11.96,,67.15,22.08,9.58,282.9,15.66,,,11.8,69.69
2013-03-06,47.27,10.5,,,90.68,,,48.43,9.81,127.2,,11.96,,67.15,22.18,9.65,285,15.59,,,11.92,70.33
2013-03-07,47.259998,10.39,,,90.510002,,,48.29,9.82,128.5,,11.92,,67.15,21.75,9.62,285.8,15.6,,,11.96,71.29
2013-03-08,47.689999,10.48,,,91.220001,,,48.35,9.89,129,,12.02,,67.15,22.19,9.67,287.75,15.6,,,11.77,72.14
2013-03-11,47.400002,10.42,,,90.93,,,48.44,9.87,127.9,,12.02,,67.15,22.33,9.68,287.55,15.64,,,12.1,71.94
2013-03-12,47.540001,10.32,,,91.279999,,,48.25,9.84,128.1,,12.03,,67.15,22.28,9.67,283.1,15.63,,,12.1,72.06
2013-03-13,47.34,10.29,,,91.540001,,,48.1,9.79,129.9,,12.01,,67.15,23.23,9.69,281.65,15.68,,,12.1,70.95
2013-03-14,47.82,10.26,,,92.379997,,,48.02,9.77,132.3,,12.1,,67.15,23.27,9.71,281.8,15.77,,,12.07,71.74
2013-03-15,47.689999,10.12,,,92.230003,,,47.83,9.74,131.2,,12.05,,67.15,23.01,9.72,281.3,15.7,,,12,71.56
2013-03-18,47.32,10.09,,,91.529999,,,47.46,9.61,131.8,,12.01,,67.15,22.8,9.65,279.55,15.7,,,11.96,70.76
2013-03-19,47.380001,10.15,,,91.650002,,,47.38,9.57,130.9,,11.95,,67.15,22.36,9.73,278.7,15.76,,,11.95,69.37
2013-03-20,47.549999,10.18,,,92.010002,,,47.52,9.57,130.1,,12,,67.15,22.75,9.69,281.45,15.83,,,12.05,68.92
2013-03-21,47.07,10.16,,,90.769997,,,47.49,9.52,129.6,,11.94,,67.15,22.52,9.69,284.15,15.66,,,12.05,68.19
2013-03-22,47.23,10.11,,,90.760002,,,47.54,9.46,128.7,,11.91,,67.15,22.32,9.65,284.75,15.68,,,12.08,68.43
2013-03-25,47.029999,10.26,,,90.620003,,,47.53,9.53,129.9,,11.86,,67.15,23.19,9.74,278.9,15.77,,,12.05,68.43
2013-03-26,46.950001,10.35,,,90.339996,,,47.7,9.58,130,,11.91,,67.15,23.81,9.8,280.9,15.79,,,12.1,68.21
2013-03-27,46.549999,10.47,,,89.629997,,,47.85,9.6,128.6,,11.85,,67.15,23.92,9.81,281.65,15.73,,,12.13,68.21
2013-03-28,47.060001,10.41,,,90.779999,,,48.39,9.65,129.4,,11.88,,67.15,23.77,9.81,282.45,15.87,,,12.37,68.96
2013-03-29,47.060001,10.45,,,90.779999,,,48.39,9.65,129.4,,11.88,,67.15,23.77,9.81,282.45,15.87,,,12.37,68.96
2013-04-01,47.060001,10.34,,,90.779999,,,48.39,9.65,129.4,,11.88,,67.15,23.45,9.81,282.45,15.87,,,12.37,68.96
2013-04-02,47.52,10.4,,,91.389999,,,48.41,9.65,129.3,,12.03,,67.15,23.11,9.81,281.6,16.07,,,12.81,69.77
2013-04-03,47.43,10.32,,,91.449997,,,48.38,9.6,129.1,,11.93,,67.15,22.68,9.8,279.45,16.04,,,12.93,68.67
2013-04-04,46.869999,10.25,,,90.279999,,,47.97,9.52,125,,11.8,,67.15,22.5,9.73,277.5,15.77,,,12.9,67.14
2013-04-05,45.700001,9.916,,,88.010002,,,47.44,9.37,121,,11.64,,67.15,23.24,9.58,273.55,15.5,,,12.53,66.8
2013-04-08,46,9.891,,,88.720001,,,47.87,9.43,121.2,,11.66,,67.15,23.43,9.52,276.4,15.56,,,12.48,67.23
2013-04-09,45.84,9.933,,,88.089996,,,47.79,9.47,120.4,,11.7,,67.15,23.28,9.51,279.7,15.43,,,12.69,66.79
2013-04-10,46.759998,10.11,,,89.720001,,,48.49,9.59,123.6,,11.92,,67.15,23.8,9.58,294.7,15.62,,,12.68,67.5
2013-04-11,47.240002,10.13,,,90.620003,,,49.09,9.65,126.7,,12.01,,67.15,23.55,9.6,297.5,15.71,,,12.72,67.85
2013-04-12,46.990002,10.05,,,90.279999,,,49.16,9.57,126.9,,11.89,,67.15,23.25,9.59,306.1,15.67,,,12.75,66.68
2013-04-15,46.599998,10.02,,,89.57,,,48.97,9.44,125,,11.82,,67.15,22.28,9.53,312.75,15.65,,,12.46,66.77
2013-04-16,46.599998,10.04,,,89.690002,,,48.43,9.5,123.8,,11.74,,67.15,22.88,9.54,309.5,15.47,,,12.73,69.01
2013-04-17,45.869999,10.02,,,88.360001,,,48.55,9.42,124.5,,11.58,,67.15,22.57,9.53,303.1,15.24,,,12.64,68.97
2013-04-18,45.669998,10,,,88.029999,,,47.88,9.39,122.5,,11.56,,67.15,22.5,9.44,298.5,15.2,,,12.73,70.35
2013-04-19,45.880001,10.21,,,88.239998,,,47.63,9.49,123.2,,11.67,,67.15,23.57,9.48,305.15,15.26,,,12.7,70.35
2013-04-22,46.369999,10.28,,,88.879997,,,47.93,9.53,124.3,,11.71,,67.15,23.71,9.51,303.9,15.21,,,12.47,70.84
2013-04-23,47.200001,10.31,,,90.650002,,,48.59,9.51,127.6,,11.98,,67.15,23.94,9.58,310.5,15.6,,,12.63,70.41
2013-04-24,47.66,10.35,,,91.510002,,,48.74,9.57,127.3,,12.08,,67.15,24.71,9.64,308.4,15.7,,,12.48,70.41
2013-04-25,47.98,10.44,,,92.139999,,,49.09,9.65,127.4,,12.22,,67.15,24.81,9.67,308,15.72,,,12.43,71.98
2013-04-26,47.950001,10.39,,,91.739998,,,48.96,9.66,128,,12.19,,67.15,24.34,9.64,304.9,15.69,,,12.66,71.15
2013-04-29,48.130001,10.41,,,92.169998,,,49.1,9.68,127.1,,12.25,,67.15,24.68,9.66,310.45,15.78,,,12.66,71.54
2013-04-30,48.150002,10.41,,,92.059998,,,49.38,9.72,125.9,,12.21,,54,24.81,9.71,313.3,15.83,,,12.59,72.09
2013-05-01,48.150002,10.39,,,92.059998,,,49.38,9.72,125.3,,12.21,,54,25.16,9.71,314.6,15.83,,,12.59,72.09
2013-05-02,48.200001,10.52,,,92.330002,,,49.36,9.78,123.6,,12.27,,55.01,25.93,9.7,315.95,15.83,,,12.57,73.08
2013-05-03,48.98,10.54,,,93.769997,,,50.21,9.84,123.6,,12.4,,55.6,25.92,9.7,318.25,15.94,,,12.68,72.45
2013-05-06,48.919998,10.61,,,93.779999,,,50.21,9.84,123.6,,12.4,,56.6,26.15,9.73,318.25,15.94,,,12.67,72.27
2013-05-07,49.52,10.67,,,94.629997,,,50.22,9.91,124,,12.43,,56.8,26.03,9.78,320.85,15.96,,,12.75,73.17
2013-05-08,49.830002,10.67,,,95.110001,,,50.21,10.02,128.1,,12.53,,57.02,26.26,9.79,323.35,16.1,,,12.84,73.85
2013-05-09,49.830002,10.71,,,95.110001,,,50.21,10.02,128,,12.53,,57,26.28,9.79,323.75,16.1,,,12.61,73.19
2013-05-10,49.990002,10.73,,,95.57,,,50.95,9.9,130.6,,12.59,,57.1,26.33,9.79,328.2,16.22,,,12.96,73.04
2013-05-13,49.790001,10.63,,,95.360001,,,51.12,9.82,130.4,,12.56,,57.55,26.16,9.81,332.7,16.26,,,12.75,71.74
2013-05-14,50.040001,10.68,,,95.779999,,,51.49,9.85,131.7,,12.62,,58.1,26.95,9.83,340.1,16.33,,,12.91,71.9
2013-05-15,50.5,10.78,,,96.650002,,,51.84,9.92,129.2,,12.74,,59,27.59,9.93,342.05,16.42,,,12.79,73.61
2013-05-16,50.630001,10.79,,,96.910004,,,51.96,9.94,131.1,,12.76,,59.36,26.99,9.91,340.8,16.4,,,13.27,73.96
2013-05-17,50.830002,10.85,,,97.129997,,,51.99,9.93,130.3,,12.86,,59.75,27.52,9.98,343.6,16.39,,,13.12,73.76
2013-05-20,50.830002,10.89,,,97.129997,,,51.99,9.93,130.7,,12.86,,60.5,27.79,9.98,350.65,16.39,,,13.11,73.14
2013-05-21,51,10.78,,,97.529999,,,52.34,9.98,131.3,,12.96,,59.6,27.31,10.05,355.9,16.42,,,13.12,72.09
2013-05-22,51.07,10.81,,,97.629997,,,52.15,10.02,134.7,,13.02,,60.11,26.55,10,353.75,16.46,50.305,,13.06,71.99
2013-05-23,50.02,10.52,,,95.519997,,,50.95,9.78,132.4,,12.71,,59.7,27.66,9.84,336.4,16.17,49.275,,12.91,70.76
2013-05-24,50.009998,10.52,,,95.550003,,,51.06,9.79,130.1,,12.69,,59.8,28.06,9.8,340.7,16.1,49.08,,12.83,70.89
2013-05-27,50.290001,10.58,,,96.07,,,51.43,9.84,130.1,,12.69,,60.25,28.06,9.77,340.7,16.18,49.08,,13.16,72.17
2013-05-28,51.23,10.71,,,97.610001,,,52.22,9.88,133.3,,12.91,,60,28.95,9.82,345.9,16.35,49.65,,13.23,71.99
2013-05-29,50.490002,10.54,,,95.889999,,,51.59,9.75,130.4,,12.7,,60.05,28.44,9.73,347.35,16.05,48.825,,13.37,71.72
2013-05-30,50.540001,10.48,,,95.849998,,,52,9.67,132.9,,12.75,,60.1,28.03,9.63,348.6,16.06,49.22,,13.34,72.13
2013-05-31,50.34,10.46,,,95.360001,,,51.96,9.58,131.1,,12.66,,59.9,28.8,9.66,344.6,15.88,48.75,,13.31,70.59
2013-06-03,50.07,10.28,,,94.599998,,,51.12,9.5,128.7,,12.55,,60,29.49,9.61,335,15.88,48.47,,13.22,69.56
2013-06-04,50.099998,10.32,,,94.760002,,,51.34,9.57,129.5,,12.6,,59.9,29.23,9.56,339.7,15.81,48.745,,13.09,69.71
2013-06-05,49.619999,10.16,,,93.809998,,,50.75,9.46,127.2,,12.42,,59.75,28.36,9.43,330.3,15.66,47.97,,13.07,69.38
2013-06-06,49.220001,9.988,,,92.970001,,,50.31,9.34,126.7,,12.26,,60,28.8,9.36,322.7,15.54,47.715,,13.11,69.01
2013-06-07,49.18,9.985,,,93.07,,,50.83,9.33,129.4,,12.43,,59.95,29.27,9.38,327.35,15.65,48.43,,12.79,68.5
2013-06-10,49.509998,9.907,,,93.769997,,,51.5,9.26,134.2,,12.44,,61.5,29.05,9.38,329,15.68,48.39,,12.99,67.27
2013-06-11,48.900002,9.71,,,92.050003,,,51.12,9.06,134,,12.3,,60.5,28.41,9.26,326.2,15.52,48.05,,12.73,66.02
2013-06-12,49,9.626,,,92.779999,,,51.05,9.09,134.1,,12.23,,59.61,26.81,9.23,324.75,15.6,47.965,,12.81,66.43
2013-06-13,48.560001,9.548,,,91.93,,,50.52,9,134.8,,12.21,,60.49,27.74,9.24,323.6,15.48,47.89,,12.58,65.36
2013-06-14,48.939999,9.557,,,92.769997,,,51.29,9.17,136.8,,12.25,,61.85,27.64,9.23,324.4,15.46,48.145,,12.52,67.13
2013-06-17,49.43,9.652,,,93.489998,,,51.5,9.17,137.5,,12.34,,62.1,27.72,9.29,334,15.6,48.6,,12.16,67.25
2013-06-18,49.240002,9.638,,,93.059998,,,51.8,9.1,137.7,,12.34,,62.35,28.14,9.26,336.7,15.6,48.68,,12.12,65.87
2013-06-19,49.110001,9.597,,,92.970001,,,51.98,9.08,139.1,,12.3,,62.01,28.55,9.21,333.4,15.65,48.51,,12.37,66.12
2013-06-20,48.060001,9.327,,,91.059998,,,51.21,8.64,136.2,,11.92,,62.2,28.13,9.07,323.6,15.28,46.485,,12.37,63.09
2013-06-21,47.599998,9.307,,,90.089996,,,50.54,8.65,137.4,,11.78,,62.8,28.3,9.04,321.55,15.07,45.995,,12.58,63.76
2013-06-24,46.400002,9.088,,,87.639999,,,49.47,8.43,131.9,,11.6,,60.05,27.29,8.96,311.2,14.81,45.29,,12.54,62.33
2013-06-25,47.049999,9.176,,,88.889999,,,50.31,8.53,133.6,,11.79,,60,27.52,8.95,315.55,15.03,46.045,,12.39,62.77
2013-06-26,47.91,9.37,,,90.660004,,,50.86,8.66,137.5,,11.98,,60.98,27.97,9.07,323.85,15.33,46.52,,12.17,61.17
2013-06-27,48.459999,9.591,,,91.349998,,,51.3,8.84,142.9,,12.08,,63,28.16,9.17,332.9,15.48,47.105,,12.48,62.9
2013-06-28,48,9.724,,,90.5,,,50.92,8.89,140.1,,12.02,3.42,63.18,27.47,9.2,333.85,15.38,46.97,,12.48,65.24
2013-07-01,48.740002,9.75,,,91.809998,,,51.7,8.98,144.4,,12.13,3.447,63.45,29.19,9.27,334,15.52,47.305,,12.48,65.92
2013-07-02,48.509998,9.746,,,91.339996,,,51.83,8.91,144.4,,12.1,3.447,63.8,29.93,9.23,337.5,15.48,47.205,,12.37,65.49
2013-07-03,48.060001,9.543,,,90.309998,,,51.43,8.7,146.9,,12.02,3.44,63.5,30.29,9.23,329.1,15.42,46.775,,12.39,63.89
2013-07-04,49.41,9.692,,,92.970001,,,51.58,8.79,151.2,,12.02,3.494,64,30.29,9.3,337.7,15.71,47.325,,12.35,64.83
2013-07-05,49.220001,9.665,,,92.540001,,,51.78,8.7,149.5,,12.21,3.466,63.88,30.92,9.31,337.85,15.59,46.685,,12.89,64.47
2013-07-08,49.650002,9.589,,,93.349998,,,52.36,8.63,152.8,,12.38,3.499,63.9,30.94,9.3,344.5,15.76,47.31,,12.94,64.13
2013-07-09,49.740002,9.694,,,93.540001,,,52.02,8.68,150.2,,12.51,3.527,64,31.42,9.4,349,15.83,47.585,,12.76,65.45
2013-07-10,49.790001,9.684,,,93.610001,,,52.43,8.7,152.1,,12.53,3.506,64,31.5,9.39,344.4,15.86,47.64,,12.66,65.14
2013-07-11,49.919998,9.854,,,94.010002,,,52.91,8.93,154,,12.57,3.523,65,31.82,9.43,347.65,15.94,48.58,,12.82,66.28
2013-07-12,49.950001,9.82,,,94.050003,,,53.32,8.95,157.9,,12.61,3.538,66.01,32.89,9.44,347.25,15.94,48.5,,12.64,67.56
2013-07-15,50.16,9.884,,,94.279999,,,53.58,9,161.3,,12.66,3.528,66.19,32.76,9.54,355.3,16.02,48.71,,12.91,67.48
2013-07-16,49.939999,9.79,,,93.639999,,,53.62,9,156.4,,12.56,3.506,66,31.94,9.47,355.95,15.91,48.785,,12.91,67.36
2013-07-17,50.169998,9.875,,,94.129997,,,53.41,9.05,154.6,,12.63,3.531,65.8,32.23,9.49,354.85,15.93,48.895,,12.89,67.14
2013-07-18,50.990002,9.84,,,94.790001,,,53.48,9.05,159,,12.74,3.552,65.95,32.07,9.51,356.15,16,49.07,,12.71,67.66
2013-07-19,50.75,9.698,,,94.809998,,,53.07,9,159.2,,12.72,3.545,65.55,32.63,9.52,356.65,15.92,49.035,,12.71,67.45
2013-07-22,50.900002,9.68,,,95.050003,,,53.43,9.01,158.4,,12.75,3.556,65.2,32.16,9.53,358.15,15.86,49.28,,13.03,67.26
2013-07-23,51.139999,9.811,,,95.25,,,53.59,9.14,154.8,,12.7,3.536,65.39,31.69,9.56,358.9,15.8,49.405,,12.73,67.8
2013-07-24,51.220001,9.839,,,95.279999,,,53.53,9.1,158.7,,12.78,3.527,66.33,31.84,9.56,360.15,15.86,49.395,,12.62,67.18
2013-07-25,51.259998,9.807,,,95.300003,,,54.38,9.08,157.7,,12.73,3.511,66.46,31.72,9.56,354.5,15.77,49.13,,12.86,66.2
2013-07-26,51.16,9.741,,,95.279999,,,54.63,9.09,156.7,,12.68,3.493,65.67,32.73,9.49,354.4,15.73,49.04,,12.86,66.21
2013-07-29,51.130001,9.683,,,95.040001,,,54.97,9.03,157.1,,12.68,3.502,67,32.25,9.44,350,15.8,49.115,,12.82,65.1
2013-07-30,50.98,9.721,,,94.739998,,,54.88,9.02,167,,12.69,3.494,67.2,32.3,9.52,355.85,15.91,49.165,,12.88,63.47
2013-07-31,51.209999,9.666,,,94.849998,,,55.17,8.93,168.6,,12.72,3.489,67.2,32.53,9.44,354.95,15.88,49.12,,12.88,63.49
2013-08-01,51.639999,9.801,,,95.730003,,,55.38,9.01,167.7,,12.88,3.531,69,33.28,9.57,362.9,15.99,49.47,,12.66,63.29
2013-08-02,51.919998,9.763,,,96.260002,,,55.69,9.01,166,,12.93,3.548,69.5,33.7,9.53,364.4,16.04,49.66,,12.66,62.51
2013-08-05,51.990002,9.785,,,96.5,,,56.08,9,166,,12.93,3.548,68.9,33.94,9.57,365.3,16.04,49.625,,12.78,62.77
2013-08-06,51.900002,9.681,,,96.589996,,,56.03,8.9,167.2,,12.86,3.568,68.5,33.76,9.47,362.75,16.17,49.345,,12.84,61.36
2013-08-07,51.560001,9.527,,,96.190002,,,55.48,8.77,167.1,,12.84,3.566,68.03,34.03,9.3,348.7,16.09,49.195,,13.01,60.6
2013-08-08,51.919998,9.517,,,96.889999,,,56.15,8.86,167.1,,12.9,3.577,68.95,34.23,9.34,350.85,16.07,49.425,,12.75,61.46
2013-08-09,52.169998,9.603,,,97.550003,,,56.35,8.93,166.5,,12.97,3.597,68.75,33.93,9.35,353.55,16.07,49.495,,13.03,61.46
2013-08-12,52,9.714,,,97.230003,,,56.08,9.01,165.5,,12.98,3.59,68.57,33.27,9.4,358.55,16.08,49.645,,13.07,61.53
2013-08-13,52.02,9.846,,,97.43,,,55.84,9.07,163.3,,13.03,3.604,68.28,33.65,9.45,356.9,16.12,49.575,,12.96,62.47
2013-08-14,52.439999,9.882,,,98.290001,,,56,9.12,164.1,,13.08,3.63,68.45,33.81,9.46,355.45,16.2,49.715,,12.9,62.89
2013-08-15,52.439999,9.776,,,98.290001,,,56,9.12,156.6,,13.08,3.579,68.5,33.11,9.46,349.3,16.2,49.18,,12.89,62.89
2013-08-16,51.75,9.793,,,97.029999,,,55.04,8.97,160,,12.99,3.597,67.6,33.68,9.32,348.95,16.08,49.28,,12.89,60.32
2013-08-19,51.73,9.694,,,96.879997,,,55.06,8.83,159,,12.93,3.598,67.98,33.84,9.24,339.9,16.1,49.05,,12.62,57.54
2013-08-20,51.009998,9.486,,,95.309998,,,55.11,8.74,161.9,,12.82,3.577,68.36,34.41,9.18,338.1,16.01,48.915,,12.59,57.07
2013-08-21,51.130001,9.426,,,95.870003,,,55.23,8.65,163.7,,12.78,3.584,68.5,34.76,9.19,334.5,15.95,48.405,,12.5,55.57
2013-08-22,51.669998,9.439,,,96.879997,,,55.4,8.62,165.3,,12.91,3.585,70.6,35.15,9.29,340.4,16.06,48.645,,12.52,55.72
2013-08-23,51.779999,9.45,,,97.029999,,,55.71,8.68,165.5,,12.96,3.598,72.99,35.51,9.32,343.5,16.06,49.01,,12.8,56.66
2013-08-26,51.610001,9.534,,,96.650002,,,56.09,8.72,165.5,,12.94,3.598,72.41,35.96,9.32,343.5,16.08,49.01,,12.8,56.65
2013-08-27,50.799999,9.379,,,94.980003,,,55.36,8.52,164,,12.7,3.548,71.99,34.88,9.14,334.6,15.83,48.395,,12.53,53.05
2013-08-28,50.299999,9.384,,,94.040001,,,54.86,8.43,162,,12.65,3.524,73.1,34.6,9.13,331.9,15.69,48.155,,12.34,50.84
2013-08-29,50.919998,9.605,,,95,,,55.28,8.55,165.9,,12.77,3.555,72.54,34.83,9.24,335.45,15.77,48.275,,12.38,53.77
2013-08-30,50.650002,9.685,,,94.800003,,,55.62,8.61,164.6,,12.67,3.542,73.23,35.01,9.19,336,15.72,47.855,,12.38,55.47
2013-09-02,51.490002,9.813,,,96.360001,,,55.38,8.73,168.8,,12.67,3.61,75.04,35.01,9.27,337.4,15.93,48.6,,12.38,55.82
2013-09-03,51.259998,9.825,,,96,,,56.05,8.68,167.8,,12.85,3.6,74.45,35.63,9.3,340.15,15.86,48.33,,12.7,52.66
2013-09-04,50.919998,9.839,,,95.269997,,,55.89,8.66,169.4,,12.89,3.607,74.25,36.2,9.31,338.7,15.85,48.535,,12.43,53.97
2013-09-05,51.830002,9.942,,,96.589996,,,56.65,8.77,174.6,,13.02,3.619,72.5,36.37,9.41,345.75,15.87,48.595,,12.46,55.76
2013-09-06,51.82,9.962,,,96.639999,,,56.36,8.88,174.5,,13.06,3.629,72.74,36.5,9.41,348.9,15.9,49.015,,12.8,57.05
2013-09-09,52.169998,9.987,,,97.150002,,,57.32,9.02,177.4,,13.07,3.644,73.78,36.89,9.4,347.75,15.87,49.305,,12.49,57.05
2013-09-10,52.849998,10.09,,,98.5,,,57.69,9.24,181,,13.22,3.688,74,37.46,9.48,353.7,16.03,49.915,,12.68,60.64
2013-09-11,52.919998,10.05,,,98.650002,,,57.69,9.26,181.3,,13.27,3.698,73.5,37.01,9.44,352.15,16.01,50.025,,12.39,61.21
2013-09-12,52.860001,10.02,,,98.709999,10,,58.16,9.27,179.6,,13.24,3.676,73.65,36.47,9.39,350.5,16.01,50.055,,12.52,60.53
2013-09-13,52.849998,10.03,,,98.75,9.999,,58.01,9.23,183.4,,13.27,3.684,73.8,36.94,9.43,349.3,16.09,50.115,,12.41,60.37
2013-09-16,53.27,10.13,,,99.650002,10.15,,58.32,9.47,182.1,,13.33,3.713,74.15,37.45,9.42,352.85,16.22,50.72,,12.42,61.31
2013-09-17,53.060001,10.15,,,99.239998,10.17,,58.04,9.4,181,,13.23,3.692,73.9,37,9.44,351.25,16.15,50.66,,12.42,60.56
2013-09-18,53.080002,10.11,,,99.25,10.08,,58.52,9.39,180,,13.3,3.692,73.65,36.28,9.54,350.65,16.25,50.62,,12.41,61
2013-09-19,53.32,10.15,,,99.949997,10.28,,59.84,9.73,180.2,,13.32,3.715,72.64,35.45,9.47,355.55,16.34,51.505,,12.25,64.4
2013-09-20,53.16,10.09,,,99.82,10.14,,60.03,9.65,180.3,,13.29,3.704,73.8,33.83,9.48,355.05,16.35,51.3,,12.58,63.19
2013-09-23,52.880001,10.07,,,99.239998,10.16,,59.62,9.53,178.9,,13.23,3.694,73.7,33.66,9.52,352.25,16.28,50.94,,12.31,61.73
2013-09-24,52.98,10.08,,,99.370003,10.12,,59.72,9.47,177.3,,13.27,3.694,73.57,34.27,9.55,355.55,16.28,51.02,,12.45,61.61
