Date,BA.L,CCH.L,ANTO.L,MGGT.L,RR.L,SSE.L,SMIN.L,SPX.L,PSN.L,AHT.L,ABF.L,VOD.L,RMV.L,SDR.L,PRU.L,SMT.L,ENT.L,ABDN.L,STJ.L
2013-12-31,295.46331787109375,1380.22119140625,607.9491577148438,415.6614074707031,369.3875427246094,812.7608642578125,1147.776123046875,2615.13330078125,700.555908203125,671.3672485351562,2218.904296875,150.62380981445312,247.00210571289062,1931.917724609375,886.11181640625,198.42770385742188,261.7281799316406,299.66070556640625,514.3699951171875
2014-01-02,292.40673828125,1380.22119140625,607.9491577148438,420.38934326171875,366.78009033203125,794.3697509765625,1140.7965087890625,2602.88818359375,710.1681518554688,692.1265258789062,2257.92822265625,150.75091552734375,247.09225463867188,1937.122802734375,888.7572021484375,198.95126342773438,263.9367980957031,295.66070556640625,508.3642883300781
2014-01-03,293.5614318847656,1351.2381591796875,605.7356567382812,423.14715576171875,368.2286376953125,801.4888305664062,1134.59228515625,2621.25537109375,711.8644409179688,685.9429931640625,2290.598876953125,149.79763793945312,248.0838165283203,1960.1754150390625,885.4505004882812,197.30335998535156,264.6730651855469,301.6605529785156,508.71759033203125
2014-01-06,293.1539611816406,1373.9547119140625,580.6505126953125,421.1773376464844,373.4434814453125,806.8283081054688,1140.0208740234375,2611.634521484375,729.3924560546875,697.8685913085938,2301.489501953125,149.8293914794922,252.8616180419922,1951.251708984375,884.7891845703125,197.54627990722656,263.9367980957031,300.0773010253906,511.54376220703125
2014-01-07,289.6219787597656,1409.987548828125,575.854736328125,419.2073059082031,373.4434814453125,805.6416015625,1147.776123046875,2595.890869140625,731.6541748046875,710.2359008789062,2298.7666015625,151.19583129882812,252.59121704101562,1937.122802734375,892.0633544921875,199.1678466796875,265.04119873046875,304.8272399902344,515.0765380859375
2014-01-08,289.68988037109375,1394.3211669921875,569.9522705078125,415.6614074707031,372.5743713378906,798.5226440429688,1157.0823974609375,2585.395751953125,728.8269653320312,697.8685913085938,2285.154052734375,149.98828125,244.38784790039062,1946.0462646484375,898.6762084960938,199.23753356933594,276.82073974609375,309.0771484375,517.1961669921875
2014-01-09,291.9992370605469,1385.70458984375,567.0011596679688,416.0552978515625,361.5653076171875,799.11572265625,1148.5517578125,2562.6552734375,720.3457641601562,698.3102416992188,2314.195068359375,149.79763793945312,240.96224975585938,1943.8155517578125,901.3211059570312,197.13760375976562,284.1830139160156,307.8271179199219,512.9569091796875
2014-01-10,294.7840576171875,1406.854248046875,576.96142578125,420.38934326171875,358.9576721191406,809.201171875,1155.53125,2569.652099609375,765.5792236328125,717.3029174804688,2351.4033203125,149.1302490234375,241.1425323486328,1954.9696044921875,909.9180297851562,199.01528930664062,297.0668640136719,313.9103698730469,527.4412231445312
2014-01-13,291.8634033203125,1408.4208984375,578.43701171875,421.5712890625,360.6960144042969,797.336181640625,1167.164306640625,2579.27294921875,761.0560913085938,709.7942504882812,2414.0224609375,148.55824279785156,239.79034423828125,1925.9686279296875,905.9500122070312,198.56515502929688,293.0176696777344,314.1603698730469,532.3870849609375
2014-01-14,290.8445739746094,1391.97119140625,582.1260986328125,425.1171875,359.5372009277344,800.3023071289062,1175.6949462890625,2636.123779296875,755.4017333984375,708.9107666015625,2416.745361328125,149.9246826171875,241.41294860839844,1893.993408203125,892.7247924804688,200.2394256591797,288.2322692871094,314.24371337890625,532.3870849609375
2014-01-15,296.5500793457031,1368.4715576171875,582.8638916015625,423.14715576171875,360.9858093261719,783.0979614257812,1174.9195556640625,2647.494384765625,753.70556640625,718.876708984375,2446.69384765625,151.54531860351562,241.23275756835938,1927.4560546875,910.5792236328125,202.70094299316406,291.5451965332031,321.576904296875,547.224609375
2014-01-16,299.53863525390625,1347.3216552734375,614.220458984375,426.6931457519531,361.2755432128906,774.7923583984375,1175.6949462890625,2676.3564453125,750.87841796875,716.662109375,2382.259033203125,150.75091552734375,238.3479766845703,1908.8656005859375,889.4181518554688,203.81399536132812,290.8090515136719,318.326904296875,542.2788696289062
2014-01-17,301.8479919433594,1338.7049560546875,624.5497436523438,429.4510498046875,362.14471435546875,783.0979614257812,1181.12353515625,2685.9775390625,757.6634521484375,714.8903198242188,2403.13232421875,152.53041076660156,232.93917846679688,1905.8912353515625,901.9825439453125,204.20388793945312,290.8090515136719,320.1601867675781,543.3387451171875
2014-01-20,301.644287109375,1355.15478515625,623.4430541992188,426.2991027832031,361.8548889160156,788.437255859375,1178.7972412109375,2666.736083984375,758.7942504882812,712.6757202148438,2443.063720703125,152.49867248535156,233.75051879882812,1916.3016357421875,889.4181518554688,204.02679443359375,290.8090515136719,318.4935607910156,546.1649780273438
2014-01-21,297.161376953125,1384.9212646484375,604.629150390625,425.51116943359375,360.9858093261719,794.963134765625,1182.674560546875,2632.62548828125,755.4017333984375,714.8903198242188,2546.522216796875,151.0686492919922,232.93917846679688,1939.35400390625,881.48291015625,205.2792510986328,292.6495666503906,319.9101867675781,546.1649780273438
2014-01-22,294.7840576171875,1390.404541015625,604.629150390625,423.14715576171875,357.5091857910156,796.778076171875,1181.8990478515625,2634.37451171875,749.7474975585938,721.0914306640625,2525.6484375,150.90980529785156,232.75892639160156,1944.5589599609375,873.5476684570312,204.34323120117188,293.781005859375,325.07684326171875,556.409912109375
2014-01-23,296.95758056640625,1372.387939453125,595.4065551757812,419.601318359375,348.8177490234375,798.5930786132812,1166.388671875,2581.022705078125,740.700927734375,707.803466796875,2505.682861328125,148.68544006347656,228.88258361816406,1921.5068359375,866.273681640625,200.98333740234375,292.2724914550781,318.0769348144531,545.1050415039062
2014-01-24,292.0671691894531,1328.5216064453125,595.4065551757812,414.4793701171875,339.5468444824219,795.5679931640625,1140.0208740234375,2517.17529296875,714.6915283203125,682.1135864257812,2490.255126953125,147.795654296875,222.48216247558594,1869.45361328125,834.5322265625,196.6611328125,283.22149658203125,311.4937744140625,539.4526977539062
2014-01-27,293.62933349609375,1308.9385986328125,591.3485717773438,414.8733825683594,343.0234375,791.9380493164062,1111.326416015625,2463.822509765625,706.7756958007812,673.2548217773438,2447.6015625,142.0757598876953,222.66246032714844,1829.29833984375,819.3228759765625,193.4443817138672,280.9587097167969,306.6605224609375,529.5608520507812
2014-01-28,297.0254821777344,1318.3385009765625,606.8424682617188,414.4793701171875,350.2662353515625,792.5430908203125,1125.285888671875,2474.318115234375,730.5232543945312,684.7711181640625,2459.39892578125,141.91685485839844,227.4402313232422,1853.0941162109375,842.4675903320312,196.51043701171875,280.9587097167969,309.5770568847656,546.1649780273438
2014-01-29,293.1539611816406,1294.0552978515625,643.7325439453125,406.2055358886719,345.630859375,790.7280883789062,1120.6326904296875,2539.915283203125,726.5653686523438,687.87158203125,2439.433837890625,143.82347106933594,228.70228576660156,1839.7088623046875,822.6292724609375,195.17330932617188,265.4965515136719,309.910400390625,540.8656616210938
2014-01-30,296.1424560546875,1305.80517578125,644.4703369140625,405.8115539550781,340.1262512207031,799.197998046875,1108.9998779296875,2545.16259765625,729.3924560546875,704.2600708007812,2481.179931640625,143.41038513183594,229.42347717285156,1846.4017333984375,819.9842529296875,198.4728546142578,267.0050964355469,308.9938049316406,545.4583740234375
2014-01-31,291.4558410644531,1263.5057373046875,627.5009155273438,406.2055358886719,343.8925476074219,790.7280883789062,1115.2042236328125,2553.908935546875,742.397216796875,699.3878784179688,2463.93701171875,143.9823760986328,228.2515869140625,1834.5037841796875,812.0488891601562,196.6234588623047,265.8736572265625,304.6605529785156,544.0452270507812
2014-02-03,287.85595703125,1241.5723876953125,625.6563720703125,404.235595703125,337.5187683105469,805.85302734375,1094.264892578125,2507.5537109375,735.0467529296875,696.2872314453125,2437.618896484375,141.15419006347656,231.5869903564453,1798.0662841796875,796.1781005859375,193.94725036621094,265.8736572265625,300.8272399902344,537.3329467773438
2014-02-04,282.422119140625,1239.2225341796875,634.8789672851562,399.5077209472656,336.0702209472656,804.0380249023438,1082.6322021484375,2508.42822265625,727.6962280273438,700.273681640625,2506.59033203125,138.8980255126953,232.57858276367188,1803.271728515625,821.3067626953125,194.71189880371094,272.6619567871094,304.99383544921875,540.512451171875
2014-02-05,284.66357421875,1252.5390625,637.4613647460938,396.3557434082031,337.5187683105469,811.90283203125,1066.3460693359375,2486.5634765625,735.612060546875,698.9448852539062,2616.40185546875,137.2138214111328,234.29135131835938,1815.913330078125,814.6940307617188,194.5084991455078,274.17047119140625,305.9104919433594,534.5066528320312
